TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_DATE,POSTED_TS,TRANSACTION_TYPE,TRANSACTION_CHANNEL,DEBIT_CREDIT_INDICATOR,AMOUNT,SIGNED_AMOUNT,DESCRIPTION,MERCHANT_NAME,BRANCH_ID,REFERENCE_NUMBER,TRANSACTION_STATUS,CREATED_TS
291,60,2018-01-06,2018-01-07 10:08:03,FEE,INTERNAL,DEBIT,10.36,-10.36,Synthetic fee transaction,,,TXN00000000000291,POSTED,2018-01-06 00:00:00
292,96,2018-12-28,2018-12-30 07:40:19,DEPOSIT,BRANCH,CREDIT,2335.25,2335.25,Synthetic deposit transaction,,8.0,TXN00000000000292,POSTED,2018-12-28 00:00:00
293,4,2025-11-12,2025-11-13 07:59:15,WITHDRAWAL,BRANCH,DEBIT,459.15,-459.15,Synthetic withdrawal transaction,,23.0,TXN00000000000293,POSTED,2025-11-12 00:00:00
294,126,2022-05-22,2022-05-24 04:26:36,DEPOSIT,MOBILE,CREDIT,7303.0,7303.0,Synthetic deposit transaction,,,TXN00000000000294,POSTED,2022-05-22 00:00:00
295,81,2025-11-09,2025-11-09 17:53:34,CHECK,BRANCH,DEBIT,3311.5,-3311.5,Synthetic check transaction,,17.0,TXN00000000000295,POSTED,2025-11-09 00:00:00
296,133,2021-10-22,2021-10-22 22:10:37,DEBIT_CARD,CARD,DEBIT,87.86,-87.86,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000296,POSTED,2021-10-22 00:00:00
297,74,2024-11-16,2024-11-16 13:05:25,ACH,ACH,CREDIT,565.38,565.38,Synthetic ach transaction,,,TXN00000000000297,POSTED,2024-11-16 00:00:00
298,150,2026-02-25,2026-02-27 03:53:32,DEBIT_CARD,CARD,DEBIT,14.14,-14.14,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000298,POSTED,2026-02-25 00:00:00
299,52,2025-04-26,2025-04-26 06:12:42,ACH,ACH,CREDIT,4244.7,4244.7,Synthetic ach transaction,,,TXN00000000000299,POSTED,2025-04-26 00:00:00
300,135,2024-10-17,2024-10-18 00:24:28,INTEREST,INTERNAL,CREDIT,10.99,10.99,Synthetic interest transaction,,,TXN00000000000300,POSTED,2024-10-17 00:00:00
301,145,2026-03-12,2026-03-14 07:58:11,DEPOSIT,BRANCH,CREDIT,5046.59,5046.59,Synthetic deposit transaction,,20.0,TXN00000000000301,POSTED,2026-03-12 00:00:00
302,115,2023-01-05,2023-01-06 09:23:50,CHECK,BRANCH,DEBIT,2497.79,-2497.79,Synthetic check transaction,,2.0,TXN00000000000302,POSTED,2023-01-05 00:00:00
303,128,2025-02-01,2025-02-02 08:10:34,DEBIT_CARD,CARD,DEBIT,266.22,-266.22,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000303,POSTED,2025-02-01 00:00:00
304,21,2022-12-30,2022-12-31 23:34:12,CHECK,MOBILE,DEBIT,214.7,-214.7,Synthetic check transaction,,,TXN00000000000304,POSTED,2022-12-30 00:00:00
305,90,2019-09-02,,ACH,ACH,DEBIT,675.6,-675.6,Synthetic ach transaction,,,TXN00000000000305,REJECTED,2019-09-02 00:00:00
306,42,2025-10-16,2025-10-16 23:30:25,DEBIT_CARD,CARD,DEBIT,419.37,-419.37,Synthetic debit card transaction,North Star Grocery,,TXN00000000000306,POSTED,2025-10-16 00:00:00
307,95,2021-07-04,2021-07-04 19:58:57,DEPOSIT,MOBILE,CREDIT,1631.86,1631.86,Synthetic deposit transaction,,,TXN00000000000307,POSTED,2021-07-04 00:00:00
308,85,2017-03-31,,DEBIT_CARD,CARD,DEBIT,51.86,-51.86,Synthetic debit card transaction,Home Supply Center,,TXN00000000000308,PENDING,2017-03-31 00:00:00
309,136,2013-04-10,,DEBIT_CARD,CARD,DEBIT,119.07,-119.07,Synthetic debit card transaction,Online Marketplace,,TXN00000000000309,REJECTED,2013-04-10 00:00:00
310,91,2013-04-26,2013-04-26 21:09:09,CHECK,MOBILE,DEBIT,3536.98,-3536.98,Synthetic check transaction,,,TXN00000000000310,POSTED,2013-04-26 00:00:00
311,50,2008-07-10,2008-07-11 16:48:29,ACH,ACH,CREDIT,2498.9,2498.9,Synthetic ach transaction,,,TXN00000000000311,POSTED,2008-07-10 00:00:00
312,55,2017-08-29,2017-08-31 07:51:12,CHECK,MOBILE,DEBIT,1215.13,-1215.13,Synthetic check transaction,,,TXN00000000000312,POSTED,2017-08-29 00:00:00
313,2,2018-05-11,2018-05-13 12:43:02,FEE,INTERNAL,DEBIT,38.28,-38.28,Synthetic fee transaction,,,TXN00000000000313,POSTED,2018-05-11 00:00:00
314,87,2022-07-27,2022-07-29 15:00:13,DEBIT_CARD,CARD,DEBIT,218.23,-218.23,Synthetic debit card transaction,Home Supply Center,,TXN00000000000314,POSTED,2022-07-27 00:00:00
315,138,2021-04-10,2021-04-11 15:01:19,DEBIT_CARD,CARD,DEBIT,255.53,-255.53,Synthetic debit card transaction,Home Supply Center,,TXN00000000000315,POSTED,2021-04-10 00:00:00
316,5,2012-07-03,2012-07-05 23:37:29,CHECK,MOBILE,DEBIT,1136.23,-1136.23,Synthetic check transaction,,,TXN00000000000316,POSTED,2012-07-03 00:00:00
317,97,2026-06-24,2026-06-26 03:21:21,DEPOSIT,ACH,CREDIT,10377.83,10377.83,Synthetic deposit transaction,,,TXN00000000000317,POSTED,2026-06-24 00:00:00
318,81,2026-04-20,2026-04-20 15:44:19,ACH,ACH,CREDIT,2725.14,2725.14,Synthetic ach transaction,,,TXN00000000000318,POSTED,2026-04-20 00:00:00
319,135,2023-11-17,2023-11-19 17:53:48,ACH,ACH,CREDIT,3048.32,3048.32,Synthetic ach transaction,,,TXN00000000000319,POSTED,2023-11-17 00:00:00
320,129,2020-04-29,2020-05-01 01:16:37,ATM,ATM,CREDIT,496.84,496.84,Synthetic atm transaction,,,TXN00000000000320,POSTED,2020-04-29 00:00:00
321,34,2022-02-16,2022-02-18 02:01:46,INTEREST,INTERNAL,CREDIT,1.04,1.04,Synthetic interest transaction,,,TXN00000000000321,POSTED,2022-02-16 00:00:00
322,23,2024-11-30,2024-11-30 15:16:49,DEBIT_CARD,CARD,DEBIT,13.05,-13.05,Synthetic debit card transaction,River Cafe,,TXN00000000000322,POSTED,2024-11-30 00:00:00
323,83,2010-02-16,2010-02-16 08:20:05,ATM,ATM,CREDIT,178.14,178.14,Synthetic atm transaction,,,TXN00000000000323,POSTED,2010-02-16 00:00:00
324,4,2026-05-11,2026-05-13 03:17:22,DEBIT_CARD,CARD,DEBIT,248.57,-248.57,Synthetic debit card transaction,River Cafe,,TXN00000000000324,POSTED,2026-05-11 00:00:00
325,73,2026-06-16,2026-06-18 17:46:32,ATM,ATM,DEBIT,49.42,-49.42,Synthetic atm transaction,,,TXN00000000000325,POSTED,2026-06-16 00:00:00
326,13,2021-02-21,2021-02-23 02:15:12,DEBIT_CARD,CARD,DEBIT,317.99,-317.99,Synthetic debit card transaction,Online Marketplace,,TXN00000000000326,POSTED,2021-02-21 00:00:00
327,115,2023-10-06,2023-10-07 09:10:28,DEBIT_CARD,CARD,DEBIT,44.53,-44.53,Synthetic debit card transaction,Home Supply Center,,TXN00000000000327,POSTED,2023-10-06 00:00:00
328,80,2025-11-21,2025-11-21 18:47:26,CHECK,MOBILE,DEBIT,592.01,-592.01,Synthetic check transaction,,,TXN00000000000328,POSTED,2025-11-21 00:00:00
329,94,2020-12-15,2020-12-16 10:51:15,WIRE,BRANCH,CREDIT,2101.45,2101.45,Synthetic wire transaction,,18.0,TXN00000000000329,POSTED,2020-12-15 00:00:00
330,119,2025-11-08,2025-11-10 09:42:11,ACH,ACH,CREDIT,1972.07,1972.07,Synthetic ach transaction,,,TXN00000000000330,POSTED,2025-11-08 00:00:00
331,78,2025-03-31,2025-04-01 00:48:36,DEBIT_CARD,CARD,DEBIT,247.93,-247.93,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000331,POSTED,2025-03-31 00:00:00
332,54,2025-04-13,2025-04-15 00:14:59,FEE,INTERNAL,DEBIT,26.78,-26.78,Synthetic fee transaction,,,TXN00000000000332,POSTED,2025-04-13 00:00:00
333,20,2025-03-16,2025-03-18 21:36:19,DEPOSIT,MOBILE,CREDIT,9867.84,9867.84,Synthetic deposit transaction,,,TXN00000000000333,POSTED,2025-03-16 00:00:00
334,104,2021-11-21,2021-11-23 16:36:30,CHECK,MOBILE,DEBIT,380.32,-380.32,Synthetic check transaction,,,TXN00000000000334,POSTED,2021-11-21 00:00:00
335,149,2025-01-14,2025-01-14 14:14:52,DEPOSIT,MOBILE,CREDIT,4691.99,4691.99,Synthetic deposit transaction,,,TXN00000000000335,POSTED,2025-01-14 00:00:00
336,53,2021-07-06,2021-07-07 20:31:38,DEPOSIT,MOBILE,CREDIT,11883.67,11883.67,Synthetic deposit transaction,,,TXN00000000000336,POSTED,2021-07-06 00:00:00
337,131,2025-07-24,2025-07-26 23:15:59,DEPOSIT,MOBILE,CREDIT,30.1,30.1,Synthetic deposit transaction,,,TXN00000000000337,POSTED,2025-07-24 00:00:00
338,92,2020-08-24,2020-08-25 05:33:59,DEPOSIT,MOBILE,CREDIT,7510.07,7510.07,Synthetic deposit transaction,,,TXN00000000000338,POSTED,2020-08-24 00:00:00
339,98,2021-05-08,2021-05-08 11:14:00,DEBIT_CARD,CARD,DEBIT,251.27,-251.27,Synthetic debit card transaction,River Cafe,,TXN00000000000339,POSTED,2021-05-08 00:00:00
340,74,2026-01-18,,ACH,ACH,DEBIT,3956.11,-3956.11,Synthetic ach transaction,,,TXN00000000000340,PENDING,2026-01-18 00:00:00
341,35,2014-02-28,2014-03-02 11:42:56,ACH,ACH,CREDIT,2740.01,2740.01,Synthetic ach transaction,,,TXN00000000000341,POSTED,2014-02-28 00:00:00
342,116,2018-05-10,2018-05-11 12:32:05,DEBIT_CARD,CARD,DEBIT,261.34,-261.34,Synthetic debit card transaction,Home Supply Center,,TXN00000000000342,POSTED,2018-05-10 00:00:00
343,69,2023-10-04,2023-10-05 11:03:50,WITHDRAWAL,ATM,DEBIT,1768.11,-1768.11,Synthetic withdrawal transaction,,,TXN00000000000343,POSTED,2023-10-04 00:00:00
344,21,2017-11-05,2017-11-05 17:51:25,DEPOSIT,ACH,CREDIT,6289.81,6289.81,Synthetic deposit transaction,,,TXN00000000000344,POSTED,2017-11-05 00:00:00
345,121,2026-06-04,2026-06-04 00:47:06,DEPOSIT,ACH,CREDIT,10844.95,10844.95,Synthetic deposit transaction,,,TXN00000000000345,POSTED,2026-06-04 00:00:00
346,121,2026-05-13,2026-05-13 02:34:20,DEBIT_CARD,CARD,DEBIT,432.38,-432.38,Synthetic debit card transaction,River Cafe,,TXN00000000000346,POSTED,2026-05-13 00:00:00
347,78,2026-05-02,2026-05-03 23:47:30,DEPOSIT,ACH,CREDIT,6946.13,6946.13,Synthetic deposit transaction,,,TXN00000000000347,POSTED,2026-05-02 00:00:00
348,75,2014-01-23,2014-01-24 20:50:27,DEBIT_CARD,CARD,DEBIT,383.6,-383.6,Synthetic debit card transaction,River Cafe,,TXN00000000000348,POSTED,2014-01-23 00:00:00
349,72,2023-02-15,2023-02-16 23:59:53,DEPOSIT,ACH,CREDIT,10923.38,10923.38,Synthetic deposit transaction,,,TXN00000000000349,POSTED,2023-02-15 00:00:00
350,115,2023-12-03,2023-12-04 00:57:55,DEPOSIT,MOBILE,CREDIT,9596.48,9596.48,Synthetic deposit transaction,,,TXN00000000000350,POSTED,2023-12-03 00:00:00
351,22,2010-11-02,2010-11-03 22:25:36,CHECK,MOBILE,DEBIT,967.03,-967.03,Synthetic check transaction,,,TXN00000000000351,POSTED,2010-11-02 00:00:00
352,43,2019-06-01,2019-06-01 12:12:15,CHECK,BRANCH,DEBIT,3026.83,-3026.83,Synthetic check transaction,,20.0,TXN00000000000352,POSTED,2019-06-01 00:00:00
353,119,2023-05-07,2023-05-08 07:39:22,DEBIT_CARD,CARD,DEBIT,215.14,-215.14,Synthetic debit card transaction,Metro Fuel,,TXN00000000000353,POSTED,2023-05-07 00:00:00
354,4,2025-11-21,2025-11-21 02:59:12,WITHDRAWAL,ATM,DEBIT,2405.17,-2405.17,Synthetic withdrawal transaction,,,TXN00000000000354,POSTED,2025-11-21 00:00:00
355,25,2025-07-30,2025-07-31 23:38:52,CHECK,MOBILE,DEBIT,1083.01,-1083.01,Synthetic check transaction,,,TXN00000000000355,POSTED,2025-07-30 00:00:00
356,150,2025-04-19,2025-04-19 00:46:12,DEBIT_CARD,CARD,DEBIT,305.94,-305.94,Synthetic debit card transaction,Metro Fuel,,TXN00000000000356,POSTED,2025-04-19 00:00:00
357,3,2013-11-23,2013-11-23 18:20:33,ACH,ACH,CREDIT,2125.31,2125.31,Synthetic ach transaction,,,TXN00000000000357,POSTED,2013-11-23 00:00:00
358,50,2009-04-02,2009-04-04 14:21:50,ACH,ACH,DEBIT,4255.75,-4255.75,Synthetic ach transaction,,,TXN00000000000358,POSTED,2009-04-02 00:00:00
359,34,2024-01-16,2024-01-18 20:10:14,FEE,INTERNAL,DEBIT,15.13,-15.13,Synthetic fee transaction,,,TXN00000000000359,POSTED,2024-01-16 00:00:00
360,20,2022-07-01,2022-07-01 20:11:29,WITHDRAWAL,ATM,DEBIT,658.19,-658.19,Synthetic withdrawal transaction,,,TXN00000000000360,POSTED,2022-07-01 00:00:00
361,16,2025-10-05,,DEBIT_CARD,CARD,DEBIT,199.94,-199.94,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000361,PENDING,2025-10-05 00:00:00
362,52,2024-08-15,2024-08-17 18:27:15,ACH,ACH,CREDIT,1329.86,1329.86,Synthetic ach transaction,,,TXN00000000000362,POSTED,2024-08-15 00:00:00
363,114,2021-12-03,2021-12-04 22:37:40,ACH,ACH,DEBIT,5381.66,-5381.66,Synthetic ach transaction,,,TXN00000000000363,POSTED,2021-12-03 00:00:00
364,1,2011-11-03,2011-11-04 13:31:44,FEE,INTERNAL,DEBIT,41.18,-41.18,Synthetic fee transaction,,,TXN00000000000364,POSTED,2011-11-03 00:00:00
365,126,2025-10-28,2025-10-29 14:58:46,DEBIT_CARD,CARD,DEBIT,429.51,-429.51,Synthetic debit card transaction,Pine Pharmacy,,TXN00000000000365,POSTED,2025-10-28 00:00:00
366,92,2023-02-26,2023-02-27 00:45:45,FEE,INTERNAL,DEBIT,19.61,-19.61,Synthetic fee transaction,,,TXN00000000000366,POSTED,2023-02-26 00:00:00
367,21,2021-05-29,2021-05-29 21:45:47,DEPOSIT,BRANCH,CREDIT,11610.81,11610.81,Synthetic deposit transaction,,12.0,TXN00000000000367,POSTED,2021-05-29 00:00:00
368,100,2019-12-21,2019-12-21 14:03:38,ACH,ACH,CREDIT,4418.56,4418.56,Synthetic ach transaction,,,TXN00000000000368,POSTED,2019-12-21 00:00:00
369,7,2025-08-17,2025-08-18 00:42:21,ATM,ATM,CREDIT,580.61,580.61,Synthetic atm transaction,,,TXN00000000000369,POSTED,2025-08-17 00:00:00
370,15,2021-03-15,2021-03-16 09:22:39,DEPOSIT,BRANCH,CREDIT,9689.1,9689.1,Synthetic deposit transaction,,12.0,TXN00000000000370,POSTED,2021-03-15 00:00:00
371,138,2019-03-10,2019-03-12 18:03:31,DEPOSIT,BRANCH,CREDIT,5876.96,5876.96,Synthetic deposit transaction,,12.0,TXN00000000000371,POSTED,2019-03-10 00:00:00
372,12,2023-01-17,2023-01-17 07:05:04,INTEREST,INTERNAL,CREDIT,226.17,226.17,Synthetic interest transaction,,,TXN00000000000372,POSTED,2023-01-17 00:00:00
373,117,2026-06-26,2026-06-26 04:35:43,DEPOSIT,BRANCH,CREDIT,7147.83,7147.83,Synthetic deposit transaction,,17.0,TXN00000000000373,POSTED,2026-06-26 00:00:00
374,52,2024-12-30,2024-12-31 19:11:13,DEBIT_CARD,CARD,DEBIT,146.75,-146.75,Synthetic debit card transaction,Metro Fuel,,TXN00000000000374,POSTED,2024-12-30 00:00:00
375,45,2014-11-06,2014-11-08 19:24:20,ACH,ACH,CREDIT,3331.61,3331.61,Synthetic ach transaction,,,TXN00000000000375,POSTED,2014-11-06 00:00:00
376,149,2011-09-07,2011-09-07 06:29:27,ACH,ACH,CREDIT,62.94,62.94,Synthetic ach transaction,,,TXN00000000000376,POSTED,2011-09-07 00:00:00
377,73,2026-05-27,2026-05-28 06:00:11,FEE,INTERNAL,DEBIT,30.59,-30.59,Synthetic fee transaction,,,TXN00000000000377,POSTED,2026-05-27 00:00:00
378,62,2025-12-21,2025-12-23 12:10:57,CHECK,BRANCH,DEBIT,2455.96,-2455.96,Synthetic check transaction,,23.0,TXN00000000000378,POSTED,2025-12-21 00:00:00
379,78,2024-03-17,2024-03-18 09:48:11,DEBIT_CARD,CARD,DEBIT,279.66,-279.66,Synthetic debit card transaction,Online Marketplace,,TXN00000000000379,POSTED,2024-03-17 00:00:00
380,54,2019-04-04,2019-04-04 03:56:03,ACH,ACH,DEBIT,979.56,-979.56,Synthetic ach transaction,,,TXN00000000000380,POSTED,2019-04-04 00:00:00
381,94,2019-10-04,2019-10-04 12:48:27,ATM,ATM,CREDIT,449.44,449.44,Synthetic atm transaction,,,TXN00000000000381,POSTED,2019-10-04 00:00:00
382,41,2015-10-13,2015-10-15 06:24:04,DEBIT_CARD,CARD,DEBIT,267.94,-267.94,Synthetic debit card transaction,River Cafe,,TXN00000000000382,POSTED,2015-10-13 00:00:00
383,84,2018-03-06,2018-03-07 03:20:43,DEPOSIT,BRANCH,CREDIT,8858.22,8858.22,Synthetic deposit transaction,,25.0,TXN00000000000383,POSTED,2018-03-06 00:00:00
384,57,2015-09-26,2015-09-27 04:12:16,DEBIT_CARD,CARD,DEBIT,99.63,-99.63,Synthetic debit card transaction,Online Marketplace,,TXN00000000000384,POSTED,2015-09-26 00:00:00
385,96,2017-12-03,2017-12-03 04:20:37,DEBIT_CARD,CARD,DEBIT,153.14,-153.14,Synthetic debit card transaction,North Star Grocery,,TXN00000000000385,POSTED,2017-12-03 00:00:00
386,72,2021-07-27,2021-07-27 11:25:01,ACH,ACH,CREDIT,1338.63,1338.63,Synthetic ach transaction,,,TXN00000000000386,POSTED,2021-07-27 00:00:00
387,44,2025-11-23,2025-11-24 10:28:42,WITHDRAWAL,ATM,DEBIT,2158.25,-2158.25,Synthetic withdrawal transaction,,,TXN00000000000387,POSTED,2025-11-23 00:00:00
388,119,2022-09-04,2022-09-05 19:05:29,ACH,ACH,CREDIT,3487.32,3487.32,Synthetic ach transaction,,,TXN00000000000388,POSTED,2022-09-04 00:00:00
389,39,2020-09-11,2020-09-12 06:59:54,DEPOSIT,BRANCH,CREDIT,8807.05,8807.05,Synthetic deposit transaction,,22.0,TXN00000000000389,POSTED,2020-09-11 00:00:00
390,136,2016-09-17,2016-09-18 05:36:32,DEBIT_CARD,CARD,DEBIT,40.14,-40.14,Synthetic debit card transaction,North Star Grocery,,TXN00000000000390,POSTED,2016-09-17 00:00:00
391,56,2014-12-31,2015-01-02 14:28:19,DEBIT_CARD,CARD,DEBIT,302.06,-302.06,Synthetic debit card transaction,Metro Fuel,,TXN00000000000391,POSTED,2014-12-31 00:00:00
392,147,2024-08-31,2024-09-01 21:38:34,ACH,ACH,CREDIT,1130.05,1130.05,Synthetic ach transaction,,,TXN00000000000392,POSTED,2024-08-31 00:00:00
393,119,2025-01-21,2025-01-23 06:49:25,CHECK,MOBILE,DEBIT,2133.06,-2133.06,Synthetic check transaction,,,TXN00000000000393,POSTED,2025-01-21 00:00:00
394,70,2022-06-26,2022-06-28 20:50:10,WITHDRAWAL,ATM,DEBIT,1844.69,-1844.69,Synthetic withdrawal transaction,,,TXN00000000000394,POSTED,2022-06-26 00:00:00
395,94,2026-07-09,2026-07-10 16:41:23,ACH,ACH,CREDIT,2209.29,2209.29,Synthetic ach transaction,,,TXN00000000000395,POSTED,2026-07-09 00:00:00
396,18,2021-11-03,2021-11-05 05:41:39,INTEREST,INTERNAL,CREDIT,134.91,134.91,Synthetic interest transaction,,,TXN00000000000396,POSTED,2021-11-03 00:00:00
397,149,2026-07-14,2026-07-15 01:08:19,ATM,ATM,DEBIT,180.74,-180.74,Synthetic atm transaction,,,TXN00000000000397,POSTED,2026-07-14 00:00:00
398,116,2020-08-19,2020-08-21 20:50:21,DEBIT_CARD,CARD,DEBIT,205.03,-205.03,Synthetic debit card transaction,River Cafe,,TXN00000000000398,POSTED,2020-08-19 00:00:00
399,17,2022-10-08,2022-10-10 21:39:34,DEPOSIT,BRANCH,CREDIT,10777.39,10777.39,Synthetic deposit transaction,,22.0,TXN00000000000399,POSTED,2022-10-08 00:00:00
400,20,2014-10-12,2014-10-12 21:20:52,ACH,ACH,DEBIT,3136.11,-3136.11,Synthetic ach transaction,,,TXN00000000000400,POSTED,2014-10-12 00:00:00
401,107,2024-12-08,2024-12-08 13:46:01,WITHDRAWAL,ATM,DEBIT,1849.52,-1849.52,Synthetic withdrawal transaction,,,TXN00000000000401,POSTED,2024-12-08 00:00:00
402,17,2021-11-02,2021-11-03 11:24:00,DEPOSIT,MOBILE,CREDIT,7876.01,7876.01,Synthetic deposit transaction,,,TXN00000000000402,POSTED,2021-11-02 00:00:00
403,136,2021-09-24,2021-09-24 18:55:59,DEBIT_CARD,CARD,DEBIT,404.53,-404.53,Synthetic debit card transaction,River Cafe,,TXN00000000000403,POSTED,2021-09-24 00:00:00
404,59,2022-10-26,2022-10-26 11:42:30,DEBIT_CARD,CARD,DEBIT,130.12,-130.12,Synthetic debit card transaction,Metro Fuel,,TXN00000000000404,POSTED,2022-10-26 00:00:00
405,138,2020-09-18,2020-09-18 09:12:34,WIRE,ONLINE,DEBIT,1508.21,-1508.21,Synthetic wire transaction,,,TXN00000000000405,POSTED,2020-09-18 00:00:00
406,113,2014-06-22,2014-06-23 15:18:42,DEBIT_CARD,CARD,DEBIT,440.18,-440.18,Synthetic debit card transaction,Metro Fuel,,TXN00000000000406,POSTED,2014-06-22 00:00:00
407,42,2022-09-08,2022-09-10 22:38:39,DEBIT_CARD,CARD,DEBIT,426.66,-426.66,Synthetic debit card transaction,River Cafe,,TXN00000000000407,POSTED,2022-09-08 00:00:00
408,140,2026-03-15,2026-03-16 08:11:35,DEBIT_CARD,CARD,DEBIT,360.41,-360.41,Synthetic debit card transaction,Home Supply Center,,TXN00000000000408,POSTED,2026-03-15 00:00:00
409,87,2022-12-11,2022-12-13 13:13:50,ACH,ACH,CREDIT,1865.79,1865.79,Synthetic ach transaction,,,TXN00000000000409,POSTED,2022-12-11 00:00:00
410,57,2024-02-02,2024-02-04 07:51:29,DEBIT_CARD,CARD,DEBIT,263.79,-263.79,Synthetic debit card transaction,Metro Fuel,,TXN00000000000410,POSTED,2024-02-02 00:00:00
411,72,2022-03-26,2022-03-28 20:41:47,ACH,ACH,CREDIT,1923.6,1923.6,Synthetic ach transaction,,,TXN00000000000411,POSTED,2022-03-26 00:00:00
412,15,2021-09-22,2021-09-24 23:10:51,DEBIT_CARD,CARD,DEBIT,8.45,-8.45,Synthetic debit card transaction,River Cafe,,TXN00000000000412,POSTED,2021-09-22 00:00:00
413,115,2026-01-24,,ACH,ACH,CREDIT,4838.89,4838.89,Synthetic ach transaction,,,TXN00000000000413,PENDING,2026-01-24 00:00:00
414,109,2022-05-21,2022-05-22 00:25:27,ACH,ACH,DEBIT,5930.59,-5930.59,Synthetic ach transaction,,,TXN00000000000414,POSTED,2022-05-21 00:00:00
415,17,2025-01-09,2025-01-11 03:43:06,DEPOSIT,MOBILE,CREDIT,4985.88,4985.88,Synthetic deposit transaction,,,TXN00000000000415,POSTED,2025-01-09 00:00:00
416,146,2017-06-11,2017-06-12 16:43:32,ATM,ATM,CREDIT,504.06,504.06,Synthetic atm transaction,,,TXN00000000000416,POSTED,2017-06-11 00:00:00
417,119,2022-05-15,2022-05-15 20:56:55,ACH,ACH,DEBIT,766.96,-766.96,Synthetic ach transaction,,,TXN00000000000417,POSTED,2022-05-15 00:00:00
418,107,2016-10-25,2016-10-26 02:20:33,DEBIT_CARD,CARD,DEBIT,223.39,-223.39,Synthetic debit card transaction,North Star Grocery,,TXN00000000000418,POSTED,2016-10-25 00:00:00
419,149,2021-07-19,2021-07-21 13:33:05,DEBIT_CARD,CARD,DEBIT,169.82,-169.82,Synthetic debit card transaction,Home Supply Center,,TXN00000000000419,POSTED,2021-07-19 00:00:00
420,67,2010-07-18,2010-07-19 02:17:56,CHECK,MOBILE,DEBIT,1442.39,-1442.39,Synthetic check transaction,,,TXN00000000000420,POSTED,2010-07-18 00:00:00
421,108,2021-02-03,2021-02-03 12:10:13,ACH,ACH,CREDIT,4594.02,4594.02,Synthetic ach transaction,,,TXN00000000000421,POSTED,2021-02-03 00:00:00
422,140,2025-03-01,2025-03-03 11:57:07,DEPOSIT,ACH,CREDIT,1168.08,1168.08,Synthetic deposit transaction,,,TXN00000000000422,POSTED,2025-03-01 00:00:00
423,37,2022-08-22,2022-08-22 15:51:54,ACH,ACH,CREDIT,5527.42,5527.42,Synthetic ach transaction,,,TXN00000000000423,POSTED,2022-08-22 00:00:00
424,40,2024-03-22,2024-03-22 01:15:55,ATM,ATM,DEBIT,87.61,-87.61,Synthetic atm transaction,,,TXN00000000000424,POSTED,2024-03-22 00:00:00
425,123,2014-10-30,2014-11-01 11:18:55,DEBIT_CARD,CARD,DEBIT,79.98,-79.98,Synthetic debit card transaction,River Cafe,,TXN00000000000425,POSTED,2014-10-30 00:00:00
426,31,2024-09-24,2024-09-26 02:18:13,ACH,ACH,DEBIT,803.05,-803.05,Synthetic ach transaction,,,TXN00000000000426,POSTED,2024-09-24 00:00:00
427,29,2007-06-24,2007-06-25 19:11:37,ACH,ACH,CREDIT,220.94,220.94,Synthetic ach transaction,,,TXN00000000000427,POSTED,2007-06-24 00:00:00
428,16,2026-03-31,2026-04-02 18:59:58,ACH,ACH,CREDIT,4533.44,4533.44,Synthetic ach transaction,,,TXN00000000000428,POSTED,2026-03-31 00:00:00
429,53,2019-05-29,2019-05-29 20:11:52,WITHDRAWAL,BRANCH,DEBIT,380.98,-380.98,Synthetic withdrawal transaction,,11.0,TXN00000000000429,POSTED,2019-05-29 00:00:00
430,149,2018-07-28,2018-07-28 20:31:27,DEBIT_CARD,CARD,DEBIT,239.39,-239.39,Synthetic debit card transaction,Home Supply Center,,TXN00000000000430,POSTED,2018-07-28 00:00:00
431,44,2024-12-23,2024-12-23 13:10:08,ACH,ACH,DEBIT,2652.0,-2652.0,Synthetic ach transaction,,,TXN00000000000431,POSTED,2024-12-23 00:00:00
432,91,2018-12-03,2018-12-04 12:06:15,DEBIT_CARD,CARD,DEBIT,58.26,-58.26,Synthetic debit card transaction,North Star Grocery,,TXN00000000000432,POSTED,2018-12-03 00:00:00
433,93,2025-01-04,2025-01-06 05:36:23,DEBIT_CARD,CARD,DEBIT,54.73,-54.73,Synthetic debit card transaction,River Cafe,,TXN00000000000433,POSTED,2025-01-04 00:00:00
434,80,2025-11-24,2025-11-24 13:44:48,WITHDRAWAL,ATM,DEBIT,740.66,-740.66,Synthetic withdrawal transaction,,,TXN00000000000434,POSTED,2025-11-24 00:00:00
435,18,2019-12-07,2019-12-08 14:03:32,WITHDRAWAL,ATM,DEBIT,1686.8,-1686.8,Synthetic withdrawal transaction,,,TXN00000000000435,POSTED,2019-12-07 00:00:00
436,22,2010-04-04,2010-04-05 19:19:25,ACH,ACH,CREDIT,5851.86,5851.86,Synthetic ach transaction,,,TXN00000000000436,POSTED,2010-04-04 00:00:00
437,104,2022-03-10,2022-03-12 20:41:00,ATM,ATM,CREDIT,458.66,458.66,Synthetic atm transaction,,,TXN00000000000437,POSTED,2022-03-10 00:00:00
